Emotion,Gender,Talker,Cue,sentencenum,code,sentence,scoring word 1,scoring word 2,Arousal,Valence,Category_Accuracy,GoF,Percent_A,Percent_C,Percent_H,Percent_S,,,,
C,F,3,T,12,CF3T12,T252.  Theo discussed the tack and the steak today,tack,steak,58.115,61.972,1,69.91714286,0,1,0,0,,,,
C,M,3,M,2,CM3M02,M242.  Michael discussed the saint and the matter today,saint,matter,35.208,50.313,0.8,69.93375,0,0.8,0.1,0.1,,,,
C,M,1,V,20,CM1V20,V20.  Victor discussed the coffin and the pardon today,coffin,pardon,37.911,49.694,0.9,69.93625,0,0.9,0,0.1,,,,
C,M,3,M,22,CM3M22,M262.  Michael discussed the singer and the flame today,singer,flame,35.047,54.717,0.9,69.94125,0,0.9,0.1,0,,,,
S,M,3,V,17,SM3V17,V317.  Victor discussed the fright and the patch today,fright,patch,21.692,27.139,1,69.94285714,0,0,0,1,,,,
C,M,2,T,8,CM2T08,T128.  Theo discussed the ramp and the brow today,ramp,brow,39.476,53.696,0.8,69.9475,0,0.8,0,0.2,,,,
C,M,3,M,8,CM3M08,M248.  Michael discussed the prince and the spring today,prince,spring,31.955,52.084,0.9,69.95875,0,0.9,0,0.1,,,,
C,M,1,M,20,CM1M20,M20.  Michael discussed the breakthrough and the merchant today,breakthrough,merchant,39.517,54.02,0.9,69.97125,0,0.9,0,0.1,,,,
C,M,3,T,18,CM3T18,T258.  Theo discussed the alley and the strap today ,alley,strap,34.595,50.694,0.8,69.9775,0,0.8,0,0.2,,,,
A,F,2,T,21,AF2T21,T171.  Theo discussed the sidewalk and the desk today,sidewalk,desk,73.607,26.222,1,69.98,1,0,0,0,,,,
H,F,1,V,23,HF1V23,V113.  Victor discussed the lightning and the increase today,lightning,increase,70.863,72.053,1,69.98375,0,0,1,0,,,,
C,F,3,T,4,CF3T04,T244.  Theo discussed the deed and the phase today,deed,phase,56.727,63.459,0.9,69.98857143,0,0.9,0.1,0,,,,
H,M,2,T,7,HM2T07,T217.  Theo discussed the kindness and the saddle today,kindness,saddle,67.762,70.916,0.8,69.99,0,0.2,0.8,0,,,,
C,F,2,V,21,CF2V21,V141.  Victor discussed the trapeze and the unknown today,trapeze,unknown,52.048,55.383,1,69.99428571,0,1,0,0,,,,
H,F,1,T,10,HF1T10,T100.  Theo discussed the valve and the glue today,valve,glue,71.084,72.269,1,69.995,0,0,1,0,,,,
H,F,1,M,26,HF1M26,M116.  Michael discussed the wreath and the court today,wreath,court,69.991,69.996,1,69.995,0,0,1,0,,,,
C,M,3,T,10,CM3T10,T250.  Theo discussed the row and the lace today,row,lace,33.583,47.931,0.9,69.99875,0,0.9,0,0.1,,,,
C,F,1,M,22,CF1M22,M22.  Michael discussed the box and the friendship today,box,friendship,44.938,51.777,0.9,70,0,0.9,0,0.1,,,,
S,M,2,V,15,SM2V15,V195.  Victor discussed the razor and the hens today,razor,hens,34.721,42.006,0.4,70.00875,0,0.6,0,0.4,,,,
H,F,1,M,12,HF1M12,M102.  Michael discussed the flesh and the event today,flesh,event,70.231,72.386,1,70.07,0,0,1,0,,,,
C,M,1,T,3,CM1T03,T3.  Theo discussed the trap and the ax today,trap,ax,36.73,46.231,0.7,70.07875,0,0.7,0,0.3,,,,
S,M,3,T,27,SM3T27,T327.  Theo discussed the front and the stab today,front,stab,21.633,26.414,1,70.08428571,0,0,0,1,,,,
C,M,1,T,8,CM1T08,T8.  Theo discussed the silence and the discount today,silence,discount,35.867,45.921,0.8,70.08625,0,0.8,0,0.2,,,,
C,M,3,M,5,CM3M05,M245.  Michael discussed the trombone and the struggle today,trombone,struggle,31.164,51.813,0.9,70.09875,0,0.9,0,0.1,,,,
S,M,1,T,27,SM1T27,T87.  Theo discussed the reflex and the claim today,reflex,claim,26.667,33.952,0.6,70.11142857,0,0.4,0,0.6,,,,
S,M,1,V,16,SM1V16,V76.  Victor discussed the eyes and the goal today,eyes,goal,33.739,38.886,0.4,70.11142857,0,0.6,0,0.4,,,,
C,F,1,V,8,CF1V08,V8.  Victor discussed the blizzard and the illness today,blizzard,illness,40.385,52.948,0.7,70.1125,0,0.7,0.1,0.2,,,,
S,M,3,V,21,SM3V21,V321.  Victor discussed the glaze and the tool today,glaze,tool,24.59,25.265,0.9,70.11571429,0,0.1,0,0.9,,,,
C,M,3,V,5,CM3V05,V245.  Victor discussed the body and the evening today,body,evening,33.05,50.314,0.9,70.1375,0,0.9,0,0.1,,,,
H,M,1,M,25,HM1M25,M115.  Michael discussed the tractor and the art today,tractor,art,63.669,71.316,1,70.1375,0,0,1,0,,,,
H,M,1,M,10,HM1M10,M100.  Michael discussed the boat and the horse today,boat,horse,69.29,72.616,0.8,70.1875,0,0.2,0.8,0,,,,
C,M,3,M,26,CM3M26,M266.  Michael discussed the contact and the sweets today,contact,sweets,32.319,48.856,0.8,70.18875,0,0.8,0,0.2,,,,
C,F,3,M,6,CF3M06,M246.  Michael discussed the worth and the duet today,worth,duet,57.336,63.019,1,70.20428571,0,1,0,0,,,,
C,F,3,V,23,CF3V23,V263.  Victor discussed the spray and the team today,spray,team,58.661,59.108,1,70.21285714,0,1,0,0,,,,
S,M,3,M,2,SM3M02,M302.  Michael discussed the parent and the strike today,parent,strike,24.246,31.112,0.8,70.22285714,0,0.2,0,0.8,,,,
H,M,2,M,4,HM2M04,M214.  Michael discussed the dog and the sentence today,dog,sentence,63.765,68.256,0.9,70.22857143,0,0.1,0.9,0,,,,
C,M,1,V,6,CM1V06,V6.  Victor discussed the goat and the command today,goat,command,36.088,49.678,0.9,70.23875,0,0.9,0,0.1,,,,
H,M,2,M,18,HM2M18,M228.  Michael discussed the dad and the sense today,dad,sense,65.594,70.953,0.8,70.24142857,0,0.2,0.8,0,,,,
C,F,3,M,29,CF3M29,M269.  Michael discussed the sack and the exit today,sack,exit,59.621,61.003,0.9,70.25,0,0.9,0.1,0,,,,
A,F,2,T,15,AF2T15,T165.  Theo discussed the basement and the cannon today,basement,cannon,71.379,21.632,0.9,70.27,0.9,0.1,0,0,,,,
C,M,2,V,13,CM2V13,V133.  Victor discussed the reading and the texture today,reading,texture,45.045,55.288,1,70.29125,0,1,0,0,,,,
C,M,1,T,19,CM1T19,T19.  Theo discussed the dish and the reef today,dish,reef,33.911,47.063,0.8,70.32625,0,0.8,0,0.2,,,,
H,M,2,T,28,HM2T28,T238.  Theo discussed the lot and the garlic today,lot,garlic,67.782,69.494,0.8,70.32714286,0,0.2,0.8,0,,,,
C,M,2,M,11,CM2M11,M131.  Michael discussed the neighbor and the clog today,neighbor,clog,45.894,62.278,0.9,70.3325,0,0.9,0.1,0,,,,
H,M,2,M,7,HM2M07,M217.  Michael discussed the outfit and the writing today,outfit,writing,69.373,71.603,0.8,70.35285714,0,0.2,0.8,0,,,,
H,F,1,V,14,HF1V14,V104.  Victor discussed the tide and the proof today,tide,proof,68.81,68.523,1,70.375,0,0,1,0,,,,
C,M,2,M,9,CM2M09,M129.  Michael discussed the zipper and the system today,zipper,system,44.331,55.622,1,70.38875,0,1,0,0,,,,
C,M,3,M,25,CM3M25,M265.  Michael discussed the duck and the journey today,duck,journey,39.093,59.891,0.9,70.395,0,0.9,0.1,0,,,,
C,F,1,T,10,CF1T10,T10. Theo discussed the string and the cockpit today,string,cockpit,47.194,56.353,0.8,70.44125,0,0.8,0.1,0.1,,,,
H,M,3,T,20,HM3T20,T350.  Theo discussed the fire and the slash today,fire,slash,70.162,73.899,0.9,70.44428571,0,0.1,0.9,0,,,,
S,M,1,V,25,SM1V25,V85.  Victor discussed the dinner and the climate today,dinner,climate,26.361,34.255,0.5,70.44428571,0,0.5,0,0.5,,,,
C,F,3,M,16,CF3M16,M256.  Michael discussed the hit and the plan today,hit,plan,59.009,59.463,1,70.46428571,0,1,0,0,,,,
C,F,2,V,18,CF2V18,V138.  Victor discussed the dial and the absence today,dial,absence,48.237,64.042,1,70.46571429,0,1,0,0,,,,
C,F,1,V,23,CF1V23,V23.  Victor discussed the hall and the sin today,hall,sin,38.207,50.73,0.9,70.49125,0,0.9,0,0.1,,,,
C,F,1,V,4,CF1V04,V4.  Victor discussed the sneaker and the mortgage today,sneaker,mortgage,47.193,52.382,0.8,70.4925,0,0.8,0.1,0.1,,,,
A,F,2,T,30,AF2T30,T180.  Theo discussed the mold and the vest today,mold,vest,75.622,22.057,1,70.50285714,1,0,0,0,,,,
H,M,1,T,20,HM1T20,T110.  Theo discussed the hawk and the layer today,hawk,layer,62.516,73.474,0.6,70.50375,0,0.4,0.6,0,,,,
H,M,1,M,5,HM1M05,M95.  Michael discussed the curtain and the meal today,curtain,meal,60.852,68.364,0.7,70.51,0,0.3,0.7,0,,,,
S,M,1,T,22,SM1T22,T82.  Theo discussed the burn and the eagle today,burn,eagle,24.56,33.693,0.8,70.51571429,0,0.2,0,0.8,,,,
C,F,3,T,6,CF3T06,T246.  Theo discussed the tar and the delay today,tar,delay,56.111,59.14,1,70.52285714,0,1,0,0,,,,
S,M,1,T,15,SM1T15,T75.  Theo discussed the stench and the lane today,stench,lane,25.156,34.119,0.7,70.52857143,0,0.3,0,0.7,,,,
C,F,1,V,1,CF1V01,V1. Victor discussed the lecture and the tub today,lecture,tub,39.128,48.185,0.7,70.53,0,0.7,0.1,0.2,,,,
C,F,2,V,13,CF2V13,V133.  Victor discussed the reading and the texture today,reading,texture,52.471,64.104,1,70.53285714,0,1,0,0,,,,
S,M,3,M,16,SM3M16,M316.  Michael discussed the return and the gash today,return,gash,22.055,26.199,1,70.59,0,0,0,1,,,,
H,M,2,M,9,HM2M09,M219.  Michael discussed the fashion and the herbs today,fashion,herbs,66.079,69.873,0.7,70.60142857,0,0.3,0.7,0,,,,
H,M,2,V,25,HM2V25,V235.  Victor discussed the tremor and the link today,tremor,link,67.507,72.209,1,70.62,0,0,1,0,,,,
C,F,2,M,5,CF2M05,M125.  Michael discussed the bathtub and the logic today,bathtub,logic,52.816,60.678,1,70.63571429,0,1,0,0,,,,
H,F,1,V,30,HF1V30,V120.  Victor discussed the oak and the curve today,oak,curve,68.023,72.533,1,70.65625,0,0,1,0,,,,
S,M,3,T,7,SM3T07,T307.  Theo discussed the skit and the jury today,skit,jury,24.275,31.277,0.6,70.66,0,0.4,0,0.6,,,,
S,F,3,T,4,SF3T04,T304.  Theo discussed the token and the vapor today,token,vapor,31.916,37.711,0.7,70.68,0,0.3,0,0.7,,,,
C,M,1,V,27,CM1V27,V27.  Victor discussed the breakfast and the triumph today,breakfast,triumph,38.793,51.044,0.8,70.68125,0,0.8,0,0.2,,,,
H,M,3,M,28,HM3M28,M358.  Michael discussed the grade and the squirrel today,grade,squirrel,71.185,74.589,1,70.69,0,0,1,0,,,,
C,M,2,M,2,CM2M02,M122.  Michael discussed the loop and the hiccup today,loop,hiccup,43.925,62.463,1,70.6925,0,1,0,0,,,,
S,M,3,T,10,SM3T10,T310.  Theo discussed the spirit and the cable today,spirit,cable,26.777,35.603,0.5,70.70714286,0,0.5,0,0.5,,,,
H,M,1,V,9,HM1V09,V99.  Victor discussed the page and the leak today,page,leak,63.623,72.209,1,70.7175,0,0,1,0,,,,
A,F,2,V,22,AF2V22,V172.  Victor discussed the raid and the jeans today,raid,jeans,75.44,24.053,1,70.71857143,1,0,0,0,,,,
S,F,1,T,28,SF1T28,T88.  Theo discussed the home and the tongue today,home,tongue,56.116,26.387,1,70.71875,0,0,0,1,,,,
H,F,1,M,18,HF1M18,M108.  Michael discussed the pen and the lodge today,pen,lodge,70.575,69.473,1,70.73,0,0,1,0,,,,
C,M,1,V,14,CM1V14,V14.  Victor discussed the chef and the gossip today,chef,gossip,35.834,51.45,0.8,70.7325,0,0.8,0,0.2,,,,
C,M,2,M,25,CM2M25,M145.  Michael discussed the robber and the sandals today,robber,sandals,42.198,58.322,1,70.74625,0,1,0,0,,,,
C,M,2,V,28,CM2V28,V148.  Victor discussed the land and the rum today,land,rum,42.69,59.611,1,70.75375,0,1,0,0,,,,
S,F,2,M,27,SF2M27,M207.  Michael discussed the infant and the trail today,infant,trail,32.269,35.484,0.5,70.77,0,0.5,0,0.5,,,,
C,F,1,M,29,CF1M29,M29.  Michael discussed the village and the balance today,village,balance,39.661,52.802,0.9,70.78125,0,0.9,0,0.1,,,,
H,M,2,T,22,HM2T22,T232.  Theo discussed the cart and the prize today,cart,prize,67.631,73.782,0.7,70.78142857,0,0.3,0.7,0,,,,
S,M,1,M,9,SM1M09,M69.  Michael discussed the swelling and the legend today,swelling,legend,26.255,34.794,0.7,70.79,0,0.3,0,0.7,,,,
C,F,2,M,4,CF2M04,M124.  Michael discussed the hut and the coins today,hut,coins,51.996,63.101,0.8,70.79142857,0,0.8,0.2,0,,,,
S,M,1,V,12,SM1V12,V72.  Victor discussed the dye and the roof today,dye,roof,30.05,40.193,0.4,70.79285714,0,0.6,0,0.4,,,,
H,F,3,V,9,HF3V09,V339.  Victor discussed the mine and the office today,mine,office,69.685,72.915,0.7,70.79375,0,0.3,0.7,0,,,,
H,M,2,T,18,HM2T18,T228.  Theo discussed the vault and the squeak today,vault,squeak,61.703,69.473,0.9,70.80714286,0,0.1,0.9,0,,,,
H,F,2,V,7,HF2V07,V217.  Victor discussed the cottage and the raisin today,cottage,raisin,68.932,75.995,0.9,70.82125,0,0.1,0.9,0,,,,
A,F,2,V,28,AF2V28,V178.  Victor discussed the creek and the sculpture today,creek,sculpture,73.739,21.894,0.9,70.82142857,0.9,0.1,0,0,,,,
S,M,3,M,19,SM3M19,M319.  Michael discussed the quilt and the fender today,quilt,fender,22.432,30.446,0.8,70.82428571,0,0.2,0,0.8,,,,
A,M,1,T,19,AM1T19,T49.  Theo discussed the wolf and the deal today,wolf,deal,71.946,29.868,1,70.82625,1,0,0,0,,,,
H,F,3,M,28,HF3M28,M358.  Michael discussed the grade and the squirrel today,grade,squirrel,69.421,72.867,0.8,70.8325,0,0.2,0.8,0,,,,
H,M,2,M,24,HM2M24,M234.  Michael discussed the tail and the daisy today,tail,daisy,69.017,73.396,0.9,70.83857143,0,0.1,0.9,0,,,,
C,F,2,M,13,CF2M13,M133.  Michael discussed the yogurt and the knuckle today,yogurt,knuckle,55.399,61.862,0.9,70.84428571,0,0.9,0,0.1,,,,
C,M,1,M,19,CM1M19,M19.  Michael discussed the corn and the love today,corn,love,34.378,52.369,0.8,70.84625,0,0.8,0,0.2,,,,
S,F,3,T,7,SF3T07,T307.  Theo discussed the skit and the jury today,skit,jury,27.266,37.833,0.9,70.87,0,0.1,0,0.9,,,,
H,M,1,V,22,HM1V22,V112.  Victor discussed the mail and the stump today,mail,stump,67.693,72.16,0.8,70.88375,0,0.2,0.8,0,,,,
A,M,1,M,16,AM1M16,M46.  Michael discussed the country and the error today,country,error,70.821,31.357,1,70.8975,1,0,0,0,,,,
H,M,2,V,28,HM2V28,V238.  Victor discussed the bill and the poison today,bill,poison,67.415,66.921,0.6,70.90714286,0.2,0.2,0.6,0,,,,
H,M,2,V,30,HM2V30,V240.  Victor discussed the groom and the cause today,groom,cause,66.575,70.811,0.7,70.90714286,0,0.3,0.7,0,,,,
A,M,1,M,18,AM1M18,M48.  Michael discussed the autumn and the plate today,autumn,plate,74.498,25.674,1,70.91125,1,0,0,0,,,,
S,F,1,M,26,SF1M26,M86.  Michael discussed the cab and the flashlight today,cab,flashlight,50.931,41.631,0.8,70.92125,0,0,0.2,0.8,,,,
C,M,2,T,17,CM2T17,T137.  Theo discussed the header and the salad today,header,salad,40.937,60.838,0.8,70.9225,0,0.8,0.1,0.1,,,,
C,F,3,M,10,CF3M10,M250.  Michael discussed the fund and the section today,fund,section,58.967,63.273,0.9,70.95714286,0,0.9,0.1,0,,,,
S,M,1,M,13,SM1M13,M73.  Michael discussed the cartridge and the suburb today,cartridge,suburb,27.811,32.973,0.6,70.95857143,0,0.4,0,0.6,,,,
H,F,2,M,18,HF2M18,M228.  Michael discussed the dad and the sense today,dad,sense,74.144,76.303,1,70.95875,0,0,1,0,,,,
C,F,1,M,9,CF1M09,M9.  Michael discussed the learning and the theft today,learning,theft,50.081,52.137,1,70.96125,0,1,0,0,,,,
H,M,3,T,29,HM3T29,T359.  Theo discussed the squash and the gown today,squash,gown,70.344,75.152,1,70.98,0,0,1,0,,,,
C,M,2,M,8,CM2M08,M128.  Michael discussed the shelf and the cane today,shelf,cane,46.335,59.471,1,71,0,1,0,0,,,,
C,F,3,M,20,CF3M20,M260.  Michael discussed the raffle and the staple today,raffle,staple,59.584,61.885,0.9,71.03,0,0.9,0.1,0,,,,
H,F,3,V,16,HF3V16,V346.  Victor discussed the topic and the faucet today,topic,faucet,65.523,70.434,0.7,71.06625,0,0.3,0.7,0,,,,
S,M,3,V,25,SM3V25,V325.  Victor discussed the bin and the player today,bin,player,23.496,26.518,1,71.06714286,0,0,0,1,,,,
S,M,1,V,7,SM1V07,V67.  Victor discussed the drinks and the anchor today,drinks,anchor,24.611,33.345,0.8,71.08142857,0,0.2,0,0.8,,,,
S,M,3,M,11,SM3M11,M311.  Michael discussed the bay and the permit today,bay,permit,25.412,30.374,0.9,71.08142857,0,0.1,0,0.9,,,,
H,F,3,M,11,HF3M11,M341.  Michael discussed the cult and the drive today,cult,drive,67.78,70.377,0.9,71.09875,0,0.1,0.9,0,,,,
C,M,1,M,7,CM1M07,M7.  Michael discussed the draft and the nail today,draft,nail,35.233,46.133,0.8,71.11375,0,0.8,0,0.2,,,,
C,F,3,T,27,CF3T27,T267.  Theo discussed the pad and the swing today,pad,swing,56.191,58.146,0.9,71.11714286,0,0.9,0,0.1,,,,
S,F,1,M,11,SF1M11,M71.  Michael discussed the student and the jump today,student,jump,57.711,32.361,0.8,71.17875,0,0.1,0.1,0.8,,,,
C,F,2,T,1,CF2T01,T121.  Theo discussed the otter and the pickle today,otter,pickle,51.531,64.001,0.8,71.18142857,0,0.8,0.2,0,,,,
C,F,3,V,6,CF3V06,V246.  Victor discussed the road and the question today,road,question,58.409,64.691,1,71.18857143,0,1,0,0,,,,
S,M,3,T,1,SM3T01,T301.  Theo discussed the beam and the lilac today,beam,lilac,22.097,33.354,0.8,71.19714286,0,0.2,0,0.8,,,,
A,M,1,V,28,AM1V28,V58.  Victor discussed the linens and the passage today,linens,passage,74.033,24.411,1,71.19875,1,0,0,0,,,,
H,M,3,V,10,HM3V10,V340.  Victor discussed the valley and the clump today,valley,clump,67.011,76.96,1,71.21,0,0,1,0,,,,
H,F,2,T,23,HF2T23,T233.  Theo discussed the lily and the banker today,lily,banker,70.408,75.54,1,71.21375,0,0,1,0,,,,
C,M,3,V,22,CM3V22,V262.  Victor discussed the iron and the moth today,iron,moth,34.219,56.176,0.6,71.2375,0,0.6,0.2,0.2,,,,
H,F,1,V,29,HF1V29,V119.  Victor discussed the wine and the hero today,wine,hero,68.114,73.262,1,71.23875,0,0,1,0,,,,
C,F,1,T,5,CF1T05,T5.  Theo discussed the youngster and the mint today,youngster,mint,43.502,55.414,0.9,71.25,0,0.9,0.1,0,,,,
C,M,1,T,16,CM1T16,T16.  Theo discussed the region and the doctor today,region,doctor,34.844,53,0.9,71.26375,0,0.9,0,0.1,,,,
S,F,3,T,25,SF3T25,T325.  Theo discussed the ship and the figure today,ship,figure,28.592,37.144,0.7,71.26375,0,0.3,0,0.7,,,,
C,M,3,V,1,CM3V01,V241.  Victor discussed the baby and the decrease today,baby,decrease,31.826,56.559,0.9,71.28375,0,0.9,0,0.1,,,,
A,F,2,V,26,AF2V26,V176.  Victor discussed the heel and the loan today,heel,loan,69.849,28.451,1,71.29857143,1,0,0,0,,,,
C,M,3,T,22,CM3T22,T262.  Theo discussed the decay and the show today,decay,show,33.541,53.188,1,71.30875,0,1,0,0,,,,
C,F,1,T,3,CF1T03,T3.  Theo discussed the trap and the ax today,trap,ax,36.98,51.925,0.8,71.31375,0,0.8,0,0.2,,,,
H,M,1,V,26,HM1V26,V116.  Victor discussed the car and the sauce today,car,sauce,65.33,67.376,0.8,71.32875,0,0.2,0.8,0,,,,
S,F,1,T,11,SF1T11,T71.  Theo discussed the client and the pole today,client,pole,51.197,32.724,0.9,71.34,0,0,0.1,0.9,,,,
S,M,3,T,18,SM3T18,T318.  Theo discussed the patient and the volley today,patient,volley,24.295,25.025,1,71.34142857,0,0,0,1,,,,
H,F,3,M,4,HF3M04,M334.  Michael discussed the cover and the strength today,cover,strength,67.641,71.251,1,71.34625,0,0,1,0,,,,
S,M,3,T,3,SM3T03,T303.  Theo discussed the skill and the pump today,skill,pump,21.53,27.891,0.8,71.35571429,0,0.2,0,0.8,,,,
S,F,3,V,12,SF3V12,V312.  Victor discussed the ruins and the wig today,ruins,wig,27.79,34.612,0.9,71.3575,0,0.1,0,0.9,,,,
H,M,2,M,13,HM2M13,M223.  Michael discussed the lobster and the cloth today,lobster,cloth,67.132,69.175,0.5,71.36428571,0,0.5,0.5,0,,,,
H,F,1,M,20,HF1M20,M110.  Michael discussed the neck and the wedding today,neck,wedding,71.612,74.547,1,71.36625,0,0,1,0,,,,
A,M,1,V,15,AM1V15,V45.  Victor discussed the dot and the fee today,dot,fee,76.279,27.489,0.9,71.3775,0.9,0,0.1,0,,,,
S,M,1,M,22,SM1M22,M82.  Michael discussed the rest and the doorway today,rest,doorway,25.602,34.649,0.7,71.38142857,0,0.3,0,0.7,,,,
H,M,2,V,16,HM2V16,V226.  Victor discussed the latch and the duty today,latch,duty,70.517,69.898,0.9,71.38571429,0.1,0,0.9,0,,,,
C,F,3,V,22,CF3V22,V262.  Victor discussed the iron and the moth today,iron,moth,58.269,63.537,1,71.39285714,0,1,0,0,,,,
S,M,3,T,19,SM3T19,T319.  Theo discussed the guide and the process today,guide,process,23.943,25.877,1,71.4,0,0,0,1,,,,
H,F,3,V,19,HF3V19,V349.  Victor discussed the bang and the statue today,bang,statue,67.588,73.087,0.8,71.4075,0,0.2,0.8,0,,,,
C,M,2,V,11,CM2V11,V131.  Victor discussed the knowledge and the feast today,knowledge,feast,41.967,57.964,1,71.44125,0,1,0,0,,,,
H,F,1,M,25,HF1M25,M115.  Michael discussed the tractor and the art today,tractor,art,70.07,69.845,0.8,71.4825,0.1,0.1,0.8,0,,,,
A,M,1,V,20,AM1V20,V50.  Victor discussed the husband and the amount today,husband,amount,73.262,28.894,1,71.49125,1,0,0,0,,,,
C,M,2,T,23,CM2T23,T143.  Theo discussed the title and the cubs today,title,cubs,42.845,58.752,1,71.50625,0,1,0,0,,,,
C,M,1,M,28,CM1M28,M28.  Michael discussed the life and the arch today,life,arch,33.846,49.636,0.8,71.5425,0,0.8,0,0.2,,,,
H,F,3,M,30,HF3M30,M360. Michael discussed the scent and the flight today,scent,flight,66.503,70.849,0.8,71.545,0,0.2,0.8,0,,,,
H,F,1,T,3,HF1T03,T93.  Theo discussed the summer and the teasing today,summer,teasing,69.999,74.367,1,71.56625,0,0,1,0,,,,
S,F,1,V,6,SF1V06,V66.  Victor discussed the printer and the hazard today,printer,hazard,55.046,28.319,1,71.5675,0,0,0,1,,,,
C,F,1,M,13,CF1M13,M13.  Michael discussed the bottom and the cube today,bottom,cube,46.277,50.94,0.8,71.5925,0,0.8,0,0.2,,,,
C,F,3,V,11,CF3V11,V251.  Victor discussed the sale and the talent today,sale,talent,56.706,60.137,1,71.59428571,0,1,0,0,,,,
C,M,2,V,22,CM2V22,V142.  Victor discussed the cap and the effort today,cap,effort,40.882,57.792,0.9,71.5975,0,0.9,0.1,0,,,,
H,F,1,M,5,HF1M05,M95.  Michael discussed the curtain and the meal today,curtain,meal,71.378,73.605,1,71.6,0,0,1,0,,,,
H,M,3,T,7,HM3T07,T337.  Theo discussed the glance and the slate today,glance,slate,70.415,77.474,1,71.60285714,0,0,1,0,,,,
C,F,1,M,11,CF1M11,M11.  Michael discussed the rent and the cure today,rent,cure,37.443,52.961,0.9,71.60625,0,0.9,0,0.1,,,,
H,F,1,T,14,HF1T14,T104.  Theo discussed the rag and the horn today,rag,horn,67.169,68.8,0.9,71.60625,0,0.1,0.9,0,,,,
C,M,2,M,7,CM2M07,M127.  Michael discussed the cockroach and the shirt today,cockroach,shirt,39.702,58.093,1,71.6075,0,1,0,0,,,,
H,F,3,T,2,HF3T02,T332.  Theo discussed the tax and the surface today,tax,surface,68.148,74.93,0.9,71.6075,0,0.1,0.9,0,,,,
C,M,2,M,13,CM2M13,M133.  Michael discussed the yogurt and the knuckle today,yogurt,knuckle,42.795,61.774,0.9,71.635,0,0.9,0.1,0,,,,
C,F,3,T,13,CF3T13,T253.  Theo discussed the walrus and the orphan today,walrus,orphan,57.448,62.858,1,71.65285714,0,1,0,0,,,,
S,M,1,M,7,SM1M07,M67.  Michael discussed the plane and the orchard today,plane,orchard,28.35,37.776,0.5,71.65428571,0,0.5,0,0.5,,,,
C,F,3,V,2,CF3V02,V242.  Victor discussed the bid and the corner today,bid,corner,58.591,63.921,1,71.66857143,0,1,0,0,,,,
